image_path,target
Chars74kDataset/Img\BadImag\Bmp\Sample050\img050-00081.png,49.0
Chars74kDataset/Img\GoodImg\Bmp\Sample034\img034-00049.png,33.0
Chars74kDataset/Img\BadImag\Bmp\Sample012\img012-00037.png,11.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00139.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample039\img039-00010.png,38.0
Chars74kDataset/Img\GoodImg\Bmp\Sample026\img026-00041.png,25.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00223.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00098.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00261.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00024.png,18.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00172.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00056.png,12.0
Chars74kDataset/Img\BadImag\Bmp\Sample026\img026-00049.png,25.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00319.png,23.0
Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00082.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00181.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00324.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00190.png,17.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00243.png,23.0
Chars74kDataset/Img\BadImag\Bmp\Sample012\img012-00008.png,11.0
Chars74kDataset/Img\GoodImg\Bmp\Sample032\img032-00082.png,31.0
Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00091.png,44.0
Chars74kDataset/Img\GoodImg\Bmp\Sample050\img050-00077.png,49.0
Chars74kDataset/Img\BadImag\Bmp\Sample054\img054-00037.png,53.0
Chars74kDataset/Img\BadImag\Bmp\Sample039\img039-00026.png,38.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00314.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00001.png,53.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00171.png,28.0
Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00149.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample020\img020-00069.png,19.0
Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00016.png,21.0
Chars74kDataset/Img\BadImag\Bmp\Sample026\img026-00064.png,25.0
Chars74kDataset/Img\GoodImg\Bmp\Sample062\img062-00018.png,61.0
Chars74kDataset/Img\GoodImg\Bmp\Sample032\img032-00066.png,31.0
Chars74kDataset/Img\GoodImg\Bmp\Sample045\img045-00110.png,44.0
Chars74kDataset/Img\BadImag\Bmp\Sample010\img010-00019.png,9.0
Chars74kDataset/Img\GoodImg\Bmp\Sample056\img056-00045.png,55.0
Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00069.png,24.0
Chars74kDataset/Img\BadImag\Bmp\Sample023\img023-00057.png,22.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00272.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00060.png,14.0
Chars74kDataset/Img\BadImag\Bmp\Sample051\img051-00076.png,50.0
Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00025.png,28.0
Chars74kDataset/Img\BadImag\Bmp\Sample044\img044-00008.png,43.0
Chars74kDataset/Img\BadImag\Bmp\Sample006\img006-00011.png,5.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00127.png,12.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00262.png,28.0
Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00179.png,18.0
Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00260.png,14.0
Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00035.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample045\img045-00105.png,44.0
Chars74kDataset/Img\BadImag\Bmp\Sample054\img054-00053.png,53.0
Chars74kDataset/Img\GoodImg\Bmp\Sample031\img031-00015.png,30.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00178.png,18.0
Chars74kDataset/Img\GoodImg\Bmp\Sample062\img062-00032.png,61.0
Chars74kDataset/Img\GoodImg\Bmp\Sample050\img050-00086.png,49.0
Chars74kDataset/Img\GoodImg\Bmp\Sample023\img023-00141.png,22.0
Chars74kDataset/Img\GoodImg\Bmp\Sample051\img051-00035.png,50.0
Chars74kDataset/Img\GoodImg\Bmp\Sample055\img055-00111.png,54.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00273.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00187.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00090.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00225.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00222.png,29.0
Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00013.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00309.png,29.0
Chars74kDataset/Img\BadImag\Bmp\Sample031\img031-00073.png,30.0
Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00121.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00045.png,18.0
Chars74kDataset/Img\GoodImg\Bmp\Sample051\img051-00067.png,50.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00352.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample031\img031-00033.png,30.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00110.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00140.png,21.0
Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00154.png,18.0
Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00060.png,13.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00254.png,24.0
Chars74kDataset/Img\BadImag\Bmp\Sample047\img047-00003.png,46.0
Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00014.png,28.0
Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00156.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample034\img034-00015.png,33.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00152.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00197.png,27.0
Chars74kDataset/Img\BadImag\Bmp\Sample005\img005-00005.png,4.0
Chars74kDataset/Img\GoodImg\Bmp\Sample055\img055-00008.png,54.0
Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00193.png,17.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00038.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00213.png,23.0
Chars74kDataset/Img\BadImag\Bmp\Sample051\img051-00089.png,50.0
Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00060.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00163.png,13.0
Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00103.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00146.png,14.0
Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00030.png,29.0
Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00209.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample016\img016-00030.png,15.0
Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00061.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00093.png,13.0
Chars74kDataset/Img\BadImag\Bmp\Sample057\img057-00020.png,56.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00191.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample061\img061-00011.png,60.0
Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00141.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample057\img057-00009.png,56.0
Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00085.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00445.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00327.png,27.0
Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00255.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample049\img049-00042.png,48.0
Chars74kDataset/Img\BadImag\Bmp\Sample006\img006-00014.png,5.0
Chars74kDataset/Img\BadImag\Bmp\Sample032\img032-00025.png,31.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00238.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00014.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample007\img007-00009.png,6.0
Chars74kDataset/Img\BadImag\Bmp\Sample014\img014-00102.png,13.0
Chars74kDataset/Img\GoodImg\Bmp\Sample027\img027-00003.png,26.0
Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00226.png,40.0
Chars74kDataset/Img\BadImag\Bmp\Sample048\img048-00043.png,47.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00080.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00292.png,29.0
Chars74kDataset/Img\BadImag\Bmp\Sample054\img054-00006.png,53.0
Chars74kDataset/Img\GoodImg\Bmp\Sample031\img031-00083.png,30.0
Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00196.png,18.0
Chars74kDataset/Img\GoodImg\Bmp\Sample012\img012-00089.png,11.0
Chars74kDataset/Img\BadImag\Bmp\Sample021\img021-00030.png,20.0
Chars74kDataset/Img\BadImag\Bmp\Sample013\img013-00082.png,12.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00103.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00005.png,12.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00156.png,12.0
Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00110.png,18.0
Chars74kDataset/Img\BadImag\Bmp\Sample054\img054-00028.png,53.0
Chars74kDataset/Img\BadImag\Bmp\Sample017\img017-00052.png,16.0
Chars74kDataset/Img\BadImag\Bmp\Sample031\img031-00039.png,30.0
Chars74kDataset/Img\BadImag\Bmp\Sample007\img007-00014.png,6.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00113.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample050\img050-00117.png,49.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00354.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00035.png,53.0
Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00091.png,21.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00094.png,29.0
Chars74kDataset/Img\BadImag\Bmp\Sample039\img039-00027.png,38.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00141.png,27.0
Chars74kDataset/Img\BadImag\Bmp\Sample014\img014-00012.png,13.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00223.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00239.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00059.png,21.0
Chars74kDataset/Img\GoodImg\Bmp\Sample040\img040-00012.png,39.0
Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00020.png,36.0
Chars74kDataset/Img\GoodImg\Bmp\Sample012\img012-00082.png,11.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00093.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00026.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00033.png,14.0
Chars74kDataset/Img\BadImag\Bmp\Sample040\img040-00010.png,39.0
Chars74kDataset/Img\BadImag\Bmp\Sample026\img026-00019.png,25.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00152.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample016\img016-00065.png,15.0
Chars74kDataset/Img\BadImag\Bmp\Sample021\img021-00021.png,20.0
Chars74kDataset/Img\BadImag\Bmp\Sample013\img013-00016.png,12.0
Chars74kDataset/Img\BadImag\Bmp\Sample026\img026-00017.png,25.0
Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00121.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00297.png,24.0
Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00019.png,36.0
Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00136.png,23.0
Chars74kDataset/Img\BadImag\Bmp\Sample052\img052-00019.png,51.0
Chars74kDataset/Img\GoodImg\Bmp\Sample049\img049-00015.png,48.0
Chars74kDataset/Img\BadImag\Bmp\Sample020\img020-00003.png,19.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00198.png,27.0
Chars74kDataset/Img\BadImag\Bmp\Sample003\img003-00031.png,2.0
Chars74kDataset/Img\BadImag\Bmp\Sample056\img056-00008.png,55.0
Chars74kDataset/Img\BadImag\Bmp\Sample014\img014-00063.png,13.0
Chars74kDataset/Img\GoodImg\Bmp\Sample008\img008-00048.png,7.0
Chars74kDataset/Img\GoodImg\Bmp\Sample001\img001-00091.png,0.0
Chars74kDataset/Img\BadImag\Bmp\Sample016\img016-00043.png,15.0
Chars74kDataset/Img\BadImag\Bmp\Sample012\img012-00032.png,11.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00384.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00030.png,40.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00071.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00377.png,14.0
Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00006.png,27.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00027.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample061\img061-00006.png,60.0
Chars74kDataset/Img\BadImag\Bmp\Sample001\img001-00036.png,0.0
Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00080.png,16.0
Chars74kDataset/Img\GoodImg\Bmp\Sample007\img007-00024.png,6.0
Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00205.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample040\img040-00044.png,39.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00129.png,27.0
Chars74kDataset/Img\BadImag\Bmp\Sample056\img056-00044.png,55.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00038.png,18.0
Chars74kDataset/Img\BadImag\Bmp\Sample010\img010-00034.png,9.0
Chars74kDataset/Img\BadImag\Bmp\Sample026\img026-00034.png,25.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00091.png,12.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00036.png,27.0
Chars74kDataset/Img\BadImag\Bmp\Sample031\img031-00055.png,30.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00178.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00115.png,12.0
Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00063.png,36.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00010.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00124.png,36.0
Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00103.png,53.0
Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00037.png,21.0
Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00138.png,36.0
Chars74kDataset/Img\GoodImg\Bmp\Sample036\img036-00038.png,35.0
Chars74kDataset/Img\GoodImg\Bmp\Sample020\img020-00034.png,19.0
Chars74kDataset/Img\GoodImg\Bmp\Sample036\img036-00012.png,35.0
Chars74kDataset/Img\GoodImg\Bmp\Sample056\img056-00034.png,55.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00191.png,14.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00300.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00388.png,27.0
Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00138.png,16.0
Chars74kDataset/Img\BadImag\Bmp\Sample040\img040-00037.png,39.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00228.png,18.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00160.png,12.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00271.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample056\img056-00070.png,55.0
Chars74kDataset/Img\GoodImg\Bmp\Sample023\img023-00041.png,22.0
Chars74kDataset/Img\GoodImg\Bmp\Sample012\img012-00060.png,11.0
Chars74kDataset/Img\BadImag\Bmp\Sample040\img040-00016.png,39.0
Chars74kDataset/Img\BadImag\Bmp\Sample059\img059-00002.png,58.0
Chars74kDataset/Img\GoodImg\Bmp\Sample010\img010-00016.png,9.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00244.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00058.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00115.png,36.0
Chars74kDataset/Img\GoodImg\Bmp\Sample055\img055-00002.png,54.0
Chars74kDataset/Img\GoodImg\Bmp\Sample006\img006-00003.png,5.0
Chars74kDataset/Img\BadImag\Bmp\Sample036\img036-00003.png,35.0
Chars74kDataset/Img\GoodImg\Bmp\Sample034\img034-00033.png,33.0
Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00133.png,18.0
Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00090.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample055\img055-00113.png,54.0
Chars74kDataset/Img\GoodImg\Bmp\Sample058\img058-00006.png,57.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00262.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00181.png,13.0
Chars74kDataset/Img\GoodImg\Bmp\Sample032\img032-00054.png,31.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00118.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00065.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00040.png,12.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00176.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00242.png,27.0
Chars74kDataset/Img\BadImag\Bmp\Sample048\img048-00089.png,47.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00191.png,12.0
Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00132.png,23.0
Chars74kDataset/Img\BadImag\Bmp\Sample039\img039-00002.png,38.0
Chars74kDataset/Img\GoodImg\Bmp\Sample012\img012-00073.png,11.0
Chars74kDataset/Img\GoodImg\Bmp\Sample027\img027-00009.png,26.0
Chars74kDataset/Img\GoodImg\Bmp\Sample039\img039-00019.png,38.0
Chars74kDataset/Img\GoodImg\Bmp\Sample031\img031-00008.png,30.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00096.png,12.0
Chars74kDataset/Img\GoodImg\Bmp\Sample005\img005-00044.png,4.0
Chars74kDataset/Img\GoodImg\Bmp\Sample032\img032-00004.png,31.0
Chars74kDataset/Img\BadImag\Bmp\Sample048\img048-00033.png,47.0
Chars74kDataset/Img\GoodImg\Bmp\Sample033\img033-00038.png,32.0
Chars74kDataset/Img\GoodImg\Bmp\Sample006\img006-00040.png,5.0
Chars74kDataset/Img\GoodImg\Bmp\Sample020\img020-00075.png,19.0
Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00132.png,28.0
Chars74kDataset/Img\BadImag\Bmp\Sample017\img017-00050.png,16.0
Chars74kDataset/Img\BadImag\Bmp\Sample032\img032-00022.png,31.0
Chars74kDataset/Img\GoodImg\Bmp\Sample032\img032-00043.png,31.0
Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00178.png,28.0
Chars74kDataset/Img\BadImag\Bmp\Sample012\img012-00022.png,11.0
Chars74kDataset/Img\GoodImg\Bmp\Sample023\img023-00016.png,22.0
Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00096.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample021\img021-00083.png,20.0
Chars74kDataset/Img\BadImag\Bmp\Sample051\img051-00075.png,50.0
Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00128.png,36.0
Chars74kDataset/Img\GoodImg\Bmp\Sample001\img001-00043.png,0.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00078.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00170.png,17.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00096.png,18.0
Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00094.png,18.0
Chars74kDataset/Img\BadImag\Bmp\Sample054\img054-00073.png,53.0
Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00109.png,53.0
Chars74kDataset/Img\GoodImg\Bmp\Sample003\img003-00002.png,2.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00097.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00093.png,40.0
Chars74kDataset/Img\GoodImg\Bmp\Sample048\img048-00008.png,47.0
Chars74kDataset/Img\GoodImg\Bmp\Sample033\img033-00006.png,32.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00150.png,14.0
Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00063.png,23.0
Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00083.png,36.0
Chars74kDataset/Img\GoodImg\Bmp\Sample056\img056-00006.png,55.0
Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00153.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00127.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00286.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00303.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00176.png,12.0
Chars74kDataset/Img\GoodImg\Bmp\Sample036\img036-00044.png,35.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00090.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00156.png,23.0
Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00217.png,18.0
Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00090.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00208.png,28.0
Chars74kDataset/Img\BadImag\Bmp\Sample009\img009-00002.png,8.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00431.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00360.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample001\img001-00028.png,0.0
Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00178.png,24.0
Chars74kDataset/Img\BadImag\Bmp\Sample026\img026-00087.png,25.0
Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00121.png,44.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00245.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00395.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00017.png,13.0
Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00159.png,12.0
Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00034.png,27.0
Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00181.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00362.png,10.0
Chars74kDataset/Img\GoodImg\Bmp\Sample059\img059-00009.png,58.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00253.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00285.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample016\img016-00028.png,15.0
Chars74kDataset/Img\BadImag\Bmp\Sample013\img013-00069.png,12.0
Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00072.png,16.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00002.png,28.0
Chars74kDataset/Img\GoodImg\Bmp\Sample045\img045-00127.png,44.0
Chars74kDataset/Img\BadImag\Bmp\Sample048\img048-00009.png,47.0
Chars74kDataset/Img\BadImag\Bmp\Sample016\img016-00013.png,15.0
Chars74kDataset/Img\GoodImg\Bmp\Sample031\img031-00084.png,30.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00401.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample016\img016-00026.png,15.0
Chars74kDataset/Img\GoodImg\Bmp\Sample056\img056-00080.png,55.0
Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00082.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample051\img051-00108.png,50.0
Chars74kDataset/Img\GoodImg\Bmp\Sample046\img046-00004.png,45.0
Chars74kDataset/Img\BadImag\Bmp\Sample058\img058-00011.png,57.0
Chars74kDataset/Img\GoodImg\Bmp\Sample035\img035-00026.png,34.0
Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00295.png,23.0
Chars74kDataset/Img\GoodImg\Bmp\Sample010\img010-00011.png,9.0
Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00078.png,10.0
Chars74kDataset/Img\BadImag\Bmp\Sample022\img022-00034.png,21.0
Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00186.png,40.0
Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00198.png,14.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00305.png,24.0
Chars74kDataset/Img\BadImag\Bmp\Sample034\img034-00005.png,33.0
Chars74kDataset/Img\GoodImg\Bmp\Sample045\img045-00011.png,44.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00038.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample005\img005-00047.png,4.0
Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00102.png,17.0
Chars74kDataset/Img\GoodImg\Bmp\Sample012\img012-00075.png,11.0
Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00145.png,21.0
Chars74kDataset/Img\GoodImg\Bmp\Sample053\img053-00038.png,52.0
Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00242.png,28.0
Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00061.png,18.0
Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00315.png,24.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00238.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample023\img023-00114.png,22.0
Chars74kDataset/Img\BadImag\Bmp\Sample013\img013-00025.png,12.0
Chars74kDataset/Img\GoodImg\Bmp\Sample045\img045-00068.png,44.0
Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00192.png,29.0
Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00071.png,29.0
Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00103.png,21.0
Chars74kDataset/Img\GoodImg\Bmp\Sample032\img032-00027.png,31.0
Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00205.png,27.0
