,image_path,target
2333,Chars74kDataset/Img\GoodImg\Bmp\Sample056\img056-00040.png,19.0
3158,Chars74kDataset/Img\GoodImg\Bmp\Sample039\img039-00053.png,2.0
11215,Chars74kDataset/Img\BadImag\Bmp\Sample032\img032-00014.png,21.0
9481,Chars74kDataset/Img\BadImag\Bmp\Sample051\img051-00095.png,14.0
3206,Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00008.png,2.0
5822,Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00153.png,4.0
8171,Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00057.png,19.0
10099,Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00068.png,18.0
8877,Chars74kDataset/Img\BadImag\Bmp\Sample020\img020-00022.png,9.0
1196,Chars74kDataset/Img\BadImag\Bmp\Sample051\img051-00064.png,14.0
12444,Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00102.png,2.0
5468,Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00115.png,17.0
860,Chars74kDataset/Img\BadImag\Bmp\Sample031\img031-00005.png,20.0
5008,Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00004.png,4.0
4308,Chars74kDataset/Img\GoodImg\Bmp\Sample012\img012-00096.png,1.0
5696,Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00054.png,0.0
12405,Chars74kDataset/Img\BadImag\Bmp\Sample054\img054-00099.png,17.0
5037,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00071.png,4.0
7713,Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00216.png,19.0
9924,Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00137.png,19.0
10131,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00436.png,0.0
5394,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00152.png,4.0
10840,Chars74kDataset/Img\GoodImg\Bmp\Sample035\img035-00023.png,24.0
8003,Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00095.png,8.0
1496,Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00219.png,19.0
9082,Chars74kDataset/Img\BadImag\Bmp\Sample050\img050-00105.png,13.0
10352,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00220.png,4.0
8667,Chars74kDataset/Img\GoodImg\Bmp\Sample030\img030-00160.png,19.0
3699,Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00121.png,17.0
9936,Chars74kDataset/Img\BadImag\Bmp\Sample018\img018-00084.png,7.0
2916,Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00027.png,2.0
5912,Chars74kDataset/Img\GoodImg\Bmp\Sample038\img038-00009.png,1.0
3468,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00078.png,4.0
7923,Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00100.png,18.0
9401,Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00064.png,4.0
3601,Chars74kDataset/Img\GoodImg\Bmp\Sample012\img012-00090.png,1.0
5969,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00229.png,0.0
781,Chars74kDataset/Img\GoodImg\Bmp\Sample032\img032-00058.png,21.0
1791,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00021.png,4.0
2782,Chars74kDataset/Img\GoodImg\Bmp\Sample056\img056-00006.png,19.0
419,Chars74kDataset/Img\BadImag\Bmp\Sample051\img051-00086.png,14.0
9409,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00363.png,17.0
7907,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00107.png,17.0
10740,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00081.png,0.0
6194,Chars74kDataset/Img\BadImag\Bmp\Sample056\img056-00064.png,19.0
8708,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00014.png,17.0
9595,Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00033.png,6.0
11006,Chars74kDataset/Img\GoodImg\Bmp\Sample034\img034-00002.png,23.0
236,Chars74kDataset/Img\GoodImg\Bmp\Sample044\img044-00045.png,7.0
4344,Chars74kDataset/Img\BadImag\Bmp\Sample023\img023-00010.png,12.0
5893,Chars74kDataset/Img\GoodImg\Bmp\Sample045\img045-00010.png,8.0
8249,Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00064.png,2.0
8660,Chars74kDataset/Img\BadImag\Bmp\Sample056\img056-00062.png,19.0
147,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00024.png,14.0
1165,Chars74kDataset/Img\GoodImg\Bmp\Sample034\img034-00031.png,23.0
10479,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00177.png,14.0
10109,Chars74kDataset/Img\GoodImg\Bmp\Sample058\img058-00014.png,21.0
10350,Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00001.png,6.0
8922,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00201.png,13.0
3367,Chars74kDataset/Img\BadImag\Bmp\Sample012\img012-00006.png,1.0
9917,Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00004.png,6.0
2096,Chars74kDataset/Img\BadImag\Bmp\Sample057\img057-00024.png,20.0
4072,Chars74kDataset/Img\GoodImg\Bmp\Sample057\img057-00010.png,20.0
5613,Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00074.png,4.0
591,Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00142.png,0.0
12104,Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00048.png,7.0
3377,Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00016.png,6.0
3100,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00326.png,14.0
7002,Chars74kDataset/Img\BadImag\Bmp\Sample032\img032-00028.png,21.0
2963,Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00018.png,14.0
3725,Chars74kDataset/Img\BadImag\Bmp\Sample026\img026-00068.png,15.0
2633,Chars74kDataset/Img\BadImag\Bmp\Sample017\img017-00052.png,6.0
1645,Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00145.png,0.0
7578,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00013.png,8.0
12082,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00133.png,4.0
22,Chars74kDataset/Img\BadImag\Bmp\Sample048\img048-00011.png,11.0
7216,Chars74kDataset/Img\GoodImg\Bmp\Sample045\img045-00098.png,8.0
11240,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00341.png,13.0
5898,Chars74kDataset/Img\GoodImg\Bmp\Sample045\img045-00111.png,8.0
6389,Chars74kDataset/Img\BadImag\Bmp\Sample040\img040-00001.png,3.0
2808,Chars74kDataset/Img\GoodImg\Bmp\Sample059\img059-00009.png,22.0
6019,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00430.png,0.0
9685,Chars74kDataset/Img\BadImag\Bmp\Sample053\img053-00001.png,16.0
5859,Chars74kDataset/Img\GoodImg\Bmp\Sample045\img045-00059.png,8.0
9856,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00260.png,13.0
11827,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00218.png,13.0
554,Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00081.png,4.0
12281,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00406.png,4.0
8613,Chars74kDataset/Img\GoodImg\Bmp\Sample040\img040-00004.png,3.0
10658,Chars74kDataset/Img\BadImag\Bmp\Sample018\img018-00061.png,7.0
241,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00314.png,4.0
3729,Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00194.png,14.0
12195,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00226.png,8.0
6066,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00184.png,13.0
8656,Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00134.png,13.0
12450,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00249.png,0.0
7501,Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00077.png,18.0
11671,Chars74kDataset/Img\BadImag\Bmp\Sample056\img056-00073.png,19.0
3526,Chars74kDataset/Img\BadImag\Bmp\Sample033\img033-00025.png,22.0
8883,Chars74kDataset/Img\GoodImg\Bmp\Sample026\img026-00025.png,15.0
8499,Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00088.png,0.0
3713,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00116.png,0.0
4281,Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00180.png,13.0
9403,Chars74kDataset/Img\BadImag\Bmp\Sample050\img050-00007.png,13.0
5992,Chars74kDataset/Img\GoodImg\Bmp\Sample034\img034-00016.png,23.0
2116,Chars74kDataset/Img\BadImag\Bmp\Sample040\img040-00011.png,3.0
834,Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00116.png,8.0
4552,Chars74kDataset/Img\BadImag\Bmp\Sample031\img031-00006.png,20.0
3202,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00153.png,8.0
6457,Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00120.png,17.0
11641,Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00074.png,17.0
7072,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00077.png,8.0
3179,Chars74kDataset/Img\GoodImg\Bmp\Sample056\img056-00035.png,19.0
9427,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00377.png,14.0
2760,Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00178.png,18.0
6121,Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00101.png,17.0
6618,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00283.png,13.0
11515,Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00124.png,4.0
11717,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00140.png,4.0
8911,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00095.png,14.0
8688,Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00187.png,17.0
5440,Chars74kDataset/Img\GoodImg\Bmp\Sample034\img034-00043.png,23.0
7139,Chars74kDataset/Img\BadImag\Bmp\Sample023\img023-00087.png,12.0
2225,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00454.png,0.0
11170,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00106.png,14.0
12154,Chars74kDataset/Img\GoodImg\Bmp\Sample050\img050-00092.png,13.0
5286,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00347.png,4.0
2044,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00081.png,4.0
550,Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00112.png,4.0
9051,Chars74kDataset/Img\BadImag\Bmp\Sample048\img048-00073.png,11.0
2364,Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00080.png,13.0
4363,Chars74kDataset/Img\BadImag\Bmp\Sample048\img048-00002.png,11.0
3387,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00004.png,13.0
7359,Chars74kDataset/Img\BadImag\Bmp\Sample018\img018-00089.png,7.0
6055,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00372.png,0.0
1861,Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00121.png,0.0
7995,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00363.png,13.0
7418,Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00132.png,14.0
436,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00007.png,0.0
3137,Chars74kDataset/Img\GoodImg\Bmp\Sample026\img026-00154.png,15.0
6474,Chars74kDataset/Img\GoodImg\Bmp\Sample048\img048-00043.png,11.0
5871,Chars74kDataset/Img\BadImag\Bmp\Sample051\img051-00049.png,14.0
10665,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00165.png,0.0
11159,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00113.png,14.0
257,Chars74kDataset/Img\GoodImg\Bmp\Sample046\img046-00021.png,9.0
4705,Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00101.png,3.0
1281,Chars74kDataset/Img\BadImag\Bmp\Sample022\img022-00069.png,11.0
5145,Chars74kDataset/Img\GoodImg\Bmp\Sample043\img043-00001.png,6.0
4743,Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00052.png,17.0
10866,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00221.png,8.0
3750,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00181.png,4.0
6570,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00162.png,17.0
5895,Chars74kDataset/Img\GoodImg\Bmp\Sample014\img014-00131.png,3.0
10908,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00112.png,0.0
8264,Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00127.png,8.0
10984,Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00105.png,18.0
9801,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00316.png,14.0
5686,Chars74kDataset/Img\BadImag\Bmp\Sample017\img017-00009.png,6.0
4178,Chars74kDataset/Img\GoodImg\Bmp\Sample055\img055-00081.png,18.0
1620,Chars74kDataset/Img\GoodImg\Bmp\Sample050\img050-00066.png,13.0
6539,Chars74kDataset/Img\BadImag\Bmp\Sample032\img032-00033.png,21.0
6732,Chars74kDataset/Img\BadImag\Bmp\Sample022\img022-00114.png,11.0
286,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00521.png,0.0
8160,Chars74kDataset/Img\GoodImg\Bmp\Sample055\img055-00089.png,18.0
3031,Chars74kDataset/Img\BadImag\Bmp\Sample050\img050-00075.png,13.0
631,Chars74kDataset/Img\GoodImg\Bmp\Sample051\img051-00106.png,14.0
2539,Chars74kDataset/Img\GoodImg\Bmp\Sample056\img056-00045.png,19.0
6819,Chars74kDataset/Img\BadImag\Bmp\Sample054\img054-00045.png,17.0
8382,Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00025.png,18.0
9312,Chars74kDataset/Img\GoodImg\Bmp\Sample032\img032-00017.png,21.0
8826,Chars74kDataset/Img\GoodImg\Bmp\Sample059\img059-00018.png,22.0
6588,Chars74kDataset/Img\GoodImg\Bmp\Sample020\img020-00070.png,9.0
6264,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00131.png,0.0
8027,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00025.png,8.0
5910,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00113.png,13.0
6617,Chars74kDataset/Img\GoodImg\Bmp\Sample034\img034-00058.png,23.0
9300,Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00098.png,19.0
7583,Chars74kDataset/Img\GoodImg\Bmp\Sample031\img031-00054.png,20.0
9779,Chars74kDataset/Img\GoodImg\Bmp\Sample021\img021-00017.png,10.0
7372,Chars74kDataset/Img\GoodImg\Bmp\Sample018\img018-00123.png,7.0
6330,Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00031.png,13.0
10519,Chars74kDataset/Img\BadImag\Bmp\Sample026\img026-00079.png,15.0
9751,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00442.png,0.0
3328,Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00037.png,18.0
2372,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00012.png,13.0
3722,Chars74kDataset/Img\BadImag\Bmp\Sample050\img050-00052.png,13.0
9414,Chars74kDataset/Img\GoodImg\Bmp\Sample045\img045-00074.png,8.0
688,Chars74kDataset/Img\GoodImg\Bmp\Sample052\img052-00016.png,15.0
7886,Chars74kDataset/Img\BadImag\Bmp\Sample018\img018-00055.png,7.0
694,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00058.png,14.0
6750,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00188.png,17.0
10043,Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00022.png,17.0
6745,Chars74kDataset/Img\GoodImg\Bmp\Sample051\img051-00109.png,14.0
3919,Chars74kDataset/Img\GoodImg\Bmp\Sample055\img055-00005.png,18.0
5229,Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00003.png,4.0
3873,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00098.png,0.0
3103,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00115.png,14.0
11361,Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00174.png,18.0
8156,Chars74kDataset/Img\BadImag\Bmp\Sample042\img042-00004.png,5.0
9967,Chars74kDataset/Img\GoodImg\Bmp\Sample050\img050-00110.png,13.0
2519,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00324.png,14.0
1079,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00100.png,13.0
1182,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00397.png,4.0
6439,Chars74kDataset/Img\BadImag\Bmp\Sample016\img016-00011.png,5.0
9288,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00239.png,4.0
7234,Chars74kDataset/Img\GoodImg\Bmp\Sample033\img033-00060.png,22.0
11936,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00018.png,0.0
10550,Chars74kDataset/Img\BadImag\Bmp\Sample055\img055-00034.png,18.0
52,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00266.png,8.0
532,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00121.png,8.0
86,Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00025.png,6.0
12190,Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00030.png,6.0
10364,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00040.png,17.0
10497,Chars74kDataset/Img\GoodImg\Bmp\Sample045\img045-00122.png,8.0
8051,Chars74kDataset/Img\GoodImg\Bmp\Sample025\img025-00004.png,14.0
4584,Chars74kDataset/Img\GoodImg\Bmp\Sample026\img026-00045.png,15.0
7412,Chars74kDataset/Img\BadImag\Bmp\Sample045\img045-00039.png,8.0
1386,Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00120.png,2.0
6921,Chars74kDataset/Img\BadImag\Bmp\Sample040\img040-00057.png,3.0
7878,Chars74kDataset/Img\BadImag\Bmp\Sample014\img014-00085.png,3.0
777,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00145.png,0.0
8078,Chars74kDataset/Img\BadImag\Bmp\Sample017\img017-00043.png,6.0
11167,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00129.png,0.0
7988,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00245.png,13.0
8238,Chars74kDataset/Img\BadImag\Bmp\Sample013\img013-00040.png,2.0
11483,Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00125.png,4.0
1312,Chars74kDataset/Img\GoodImg\Bmp\Sample026\img026-00153.png,15.0
5631,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00247.png,13.0
11582,Chars74kDataset/Img\BadImag\Bmp\Sample056\img056-00099.png,19.0
5183,Chars74kDataset/Img\GoodImg\Bmp\Sample062\img062-00013.png,25.0
6410,Chars74kDataset/Img\BadImag\Bmp\Sample050\img050-00033.png,13.0
6103,Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00142.png,2.0
8072,Chars74kDataset/Img\GoodImg\Bmp\Sample051\img051-00022.png,14.0
8513,Chars74kDataset/Img\BadImag\Bmp\Sample018\img018-00077.png,7.0
8749,Chars74kDataset/Img\BadImag\Bmp\Sample016\img016-00007.png,5.0
11974,Chars74kDataset/Img\GoodImg\Bmp\Sample055\img055-00093.png,18.0
618,Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00125.png,0.0
1664,Chars74kDataset/Img\BadImag\Bmp\Sample014\img014-00011.png,3.0
12416,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00010.png,4.0
4390,Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00137.png,2.0
1124,Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00008.png,13.0
11029,Chars74kDataset/Img\GoodImg\Bmp\Sample039\img039-00007.png,2.0
487,Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00038.png,8.0
4020,Chars74kDataset/Img\GoodImg\Bmp\Sample034\img034-00026.png,23.0
3064,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00224.png,17.0
8738,Chars74kDataset/Img\GoodImg\Bmp\Sample050\img050-00128.png,13.0
3039,Chars74kDataset/Img\BadImag\Bmp\Sample054\img054-00025.png,17.0
11489,Chars74kDataset/Img\GoodImg\Bmp\Sample050\img050-00091.png,13.0
498,Chars74kDataset/Img\GoodImg\Bmp\Sample026\img026-00020.png,15.0
3403,Chars74kDataset/Img\GoodImg\Bmp\Sample059\img059-00015.png,22.0
2102,Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00201.png,8.0
11954,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00105.png,17.0
11327,Chars74kDataset/Img\GoodImg\Bmp\Sample041\img041-00013.png,4.0
6521,Chars74kDataset/Img\BadImag\Bmp\Sample054\img054-00026.png,17.0
118,Chars74kDataset/Img\GoodImg\Bmp\Sample051\img051-00075.png,14.0
6162,Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00158.png,19.0
5837,Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00163.png,2.0
3603,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00233.png,0.0
195,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00226.png,4.0
3231,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00432.png,4.0
5332,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00269.png,8.0
12100,Chars74kDataset/Img\BadImag\Bmp\Sample015\img015-00202.png,4.0
6665,Chars74kDataset/Img\BadImag\Bmp\Sample035\img035-00028.png,24.0
9559,Chars74kDataset/Img\GoodImg\Bmp\Sample040\img040-00041.png,3.0
7347,Chars74kDataset/Img\BadImag\Bmp\Sample055\img055-00059.png,18.0
9702,Chars74kDataset/Img\BadImag\Bmp\Sample018\img018-00022.png,7.0
8916,Chars74kDataset/Img\GoodImg\Bmp\Sample017\img017-00038.png,6.0
5217,Chars74kDataset/Img\GoodImg\Bmp\Sample013\img013-00080.png,2.0
3510,Chars74kDataset/Img\GoodImg\Bmp\Sample062\img062-00007.png,25.0
11401,Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00039.png,0.0
7793,Chars74kDataset/Img\BadImag\Bmp\Sample051\img051-00015.png,14.0
12155,Chars74kDataset/Img\BadImag\Bmp\Sample052\img052-00011.png,15.0
7871,Chars74kDataset/Img\GoodImg\Bmp\Sample037\img037-00064.png,0.0
7048,Chars74kDataset/Img\GoodImg\Bmp\Sample056\img056-00060.png,19.0
11291,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00095.png,13.0
1573,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00312.png,17.0
8845,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00308.png,4.0
6151,Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00182.png,8.0
3418,Chars74kDataset/Img\BadImag\Bmp\Sample019\img019-00234.png,8.0
859,Chars74kDataset/Img\GoodImg\Bmp\Sample028\img028-00087.png,17.0
8820,Chars74kDataset/Img\BadImag\Bmp\Sample056\img056-00078.png,19.0
589,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00087.png,13.0
3607,Chars74kDataset/Img\GoodImg\Bmp\Sample024\img024-00220.png,13.0
10739,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00034.png,4.0
2320,Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00116.png,0.0
11521,Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00094.png,13.0
4174,Chars74kDataset/Img\GoodImg\Bmp\Sample023\img023-00032.png,12.0
11313,Chars74kDataset/Img\BadImag\Bmp\Sample060\img060-00003.png,23.0
2436,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00470.png,0.0
2505,Chars74kDataset/Img\BadImag\Bmp\Sample012\img012-00037.png,1.0
7285,Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00094.png,4.0
4023,Chars74kDataset/Img\GoodImg\Bmp\Sample047\img047-00028.png,10.0
722,Chars74kDataset/Img\BadImag\Bmp\Sample018\img018-00009.png,7.0
3080,Chars74kDataset/Img\GoodImg\Bmp\Sample056\img056-00039.png,19.0
1806,Chars74kDataset/Img\BadImag\Bmp\Sample022\img022-00008.png,11.0
11534,Chars74kDataset/Img\GoodImg\Bmp\Sample019\img019-00201.png,8.0
1530,Chars74kDataset/Img\GoodImg\Bmp\Sample038\img038-00011.png,1.0
4999,Chars74kDataset/Img\BadImag\Bmp\Sample050\img050-00061.png,13.0
7743,Chars74kDataset/Img\BadImag\Bmp\Sample041\img041-00011.png,4.0
6501,Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00137.png,0.0
5537,Chars74kDataset/Img\BadImag\Bmp\Sample031\img031-00038.png,20.0
2610,Chars74kDataset/Img\GoodImg\Bmp\Sample049\img049-00042.png,12.0
5659,Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00038.png,17.0
5889,Chars74kDataset/Img\BadImag\Bmp\Sample056\img056-00077.png,19.0
580,Chars74kDataset/Img\BadImag\Bmp\Sample024\img024-00078.png,13.0
8892,Chars74kDataset/Img\BadImag\Bmp\Sample013\img013-00032.png,2.0
1082,Chars74kDataset/Img\BadImag\Bmp\Sample011\img011-00248.png,0.0
8734,Chars74kDataset/Img\BadImag\Bmp\Sample042\img042-00016.png,5.0
478,Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00081.png,0.0
9591,Chars74kDataset/Img\BadImag\Bmp\Sample028\img028-00209.png,17.0
1244,Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00098.png,11.0
4987,Chars74kDataset/Img\BadImag\Bmp\Sample037\img037-00143.png,0.0
12361,Chars74kDataset/Img\BadImag\Bmp\Sample025\img025-00148.png,14.0
2302,Chars74kDataset/Img\GoodImg\Bmp\Sample029\img029-00020.png,18.0
4980,Chars74kDataset/Img\BadImag\Bmp\Sample032\img032-00037.png,21.0
10927,Chars74kDataset/Img\BadImag\Bmp\Sample018\img018-00038.png,7.0
2158,Chars74kDataset/Img\BadImag\Bmp\Sample055\img055-00032.png,18.0
4260,Chars74kDataset/Img\GoodImg\Bmp\Sample011\img011-00240.png,0.0
12135,Chars74kDataset/Img\GoodImg\Bmp\Sample051\img051-00047.png,14.0
7292,Chars74kDataset/Img\GoodImg\Bmp\Sample033\img033-00042.png,22.0
3258,Chars74kDataset/Img\GoodImg\Bmp\Sample015\img015-00076.png,4.0
1324,Chars74kDataset/Img\BadImag\Bmp\Sample050\img050-00084.png,13.0
10855,Chars74kDataset/Img\GoodImg\Bmp\Sample035\img035-00060.png,24.0
1099,Chars74kDataset/Img\GoodImg\Bmp\Sample022\img022-00026.png,11.0
2347,Chars74kDataset/Img\BadImag\Bmp\Sample030\img030-00045.png,19.0
7233,Chars74kDataset/Img\GoodImg\Bmp\Sample054\img054-00090.png,17.0
5098,Chars74kDataset/Img\BadImag\Bmp\Sample029\img029-00154.png,18.0
